Seq	sample	Entrez_old	Entrez	Symbol
2785	IL23A	51561	51561	IL23A
2786	N6AMT1	29104	29104	N6AMT1
2787	BIRC8	112401	112401	BIRC8
2788	CDC34	997	997	CDC34
2789	LOC284233	284233	284233	CYP4F35P
2790	CDC37	11140	11140	CDC37
2791	OR2A1	346528	346528	OR2A1
2792	ALAS1	211	211	ALAS1
2793	ALAS2	212	212	ALAS2
2794	OR2A2	442361	442361	OR2A2
2795	OR2A5	393046	393046	OR2A5
2796	OR2A4	79541	79541	OR2A4
2797	FICD	11153	11153	FICD
2798	EIF1	10209	10209	EIF1
2799	S100A5	6276	6276	S100A5
2800	BRWD3	254065	254065	BRWD3
2801	OR2T34	127068	127068	OR2T34
2802	BRWD1	54014	54014	BRWD1
2803	S100A1	6271	6271	S100A1
2804	OR2T33	391195	391195	OR2T33
2805	S100A3	6274	6274	S100A3
2806	KIAA0513	9764	9764	KIAA0513
2807	LONRF3	79836	79836	LONRF3
2808	LONRF2	164832	164832	LONRF2
2809	LONRF1	91694	91694	LONRF1
2810	GJA1	2697	2697	GJA1
2811	JARID2	3720	3720	JARID2
2812	STAG3L4	64940	64940	STAG3L4
2813	BIRC2	329	329	BIRC2
2814	KIAA1609	57707	57707	MEAK7
2815	OR7D2	162998	162998	OR7D2
2816	GJA4	2701	2701	GJA4
2817	CDCA7L	55536	55536	CDCA7L
2818	GJA5	2702	2702	GJA5
2819	ZNF365	22891	22891	ZNF365
2820	LOC100134868	100134868	100134868	LOC100134868
2821	LOC146481	146481	146481	FRG2DP
2822	C20orf203	284805	284805	C20orf203
2823	C20orf202	400831	400831	C20orf202
2824	APBA3	9546	9546	APBA3
2825	C20orf200	253868	253868	MIR1-1HG-AS1
2826	SLCO1B3	28234	28234	SLCO1B3
2827	SPIN2A	54466	54466	SPIN2A
2828	SPIN2B	474343	474343	SPIN2B
2829	PGLS	25796	25796	PGLS
2830	TUB	7275	7275	TUB
2831	SLC6A5	9152	9152	SLC6A5
2832	ZNHIT1	10467	10467	ZNHIT1
2833	GJA9	81025	81025	GJA9
2834	SYNJ2BP	55333	55333	SYNJ2BP
2835	EFHB	151651	151651	EFHB
2836	COL10A1	1300	1300	COL10A1
2837	MORC3	23515	23515	MORC3
2838	MORC1	27136	27136	MORC1
2839	MORC4	79710	79710	MORC4
2840	FTSJD2	23070	23070	CMTR1
2841	CHKB-CPT1B	386593	386593	CHKB-CPT1B
2842	GNE	10020	10020	GNE
2843	PTPRZ1	5803	5803	PTPRZ1
2844	TOMM20L	387990	387990	TOMM20L
2845	UPK3A	7380	7380	UPK3A
2846	TXNL4A	10907	10907	TXNL4A
2847	WRB	7485	7485	GET1
2848	ZNF367	195828	195828	ZNF367
2849	IGDCC4	57722	57722	IGDCC4
2850	PWRN1	791114	791114	PWRN1
2851	MEF2C	4208	4208	MEF2C
2852	MRPL42P5	359821	359821	MRPL42P5
2853	CCDC42B	387885	387885	CFAP73
2854	DIAPH2	1730	1730	DIAPH2
2855	VPS24	51652	51652	CHMP3
2856	CCNA1	8900	8900	CCNA1
2857	DYNC1I1	1780	1780	DYNC1I1
2858	FBLL1	345630	345630	FBLL1
2859	ATP13A3	79572	79572	ATP13A3
2860	DYNC1I2	1781	1781	DYNC1I2
2861	ATP13A5	344905	344905	ATP13A5
2862	ATP13A4	84239	84239	ATP13A4
2863	RNF5P1	286140	286140	RNF5P1
2864	RAI1	10743	10743	RAI1
2865	RAI2	10742	10742	RAI2
2866	SKA2	348235	348235	SKA2
2867	COL28A1	340267	340267	COL28A1
2868	VCAM1	7412	7412	VCAM1
2869	TMEM125	128218	128218	TMEM125
2870	LRRIQ1	84125	84125	LRRIQ1
2871	GRID2IP	392862	392862	GRID2IP
2872	FLJ26850	400710	400710	LOC400710
2873	LRRIQ4	344657	344657	LRRIQ4
2874	RPS2P32	256355	256355	RPS2P32
2875	C1orf113	79729	79729	SH3D21
2876	CBWD6	644019	644019	CBWD6
2877	CBWD5	220869	220869	CBWD5
2878	C1orf110	339512	339512	CCDC190
2879	CBWD3	445571	445571	CBWD3
2880	CBWD2	150472	150472	CBWD2
2881	CBWD1	55871	55871	CBWD1
2882	C1orf114	57821	57821	CCDC181
2883	TNRC6A	27327	27327	TNRC6A
2884	ZNHIT6	54680	54680	ZNHIT6
2885	MEF2D	4209	4209	MEF2D
2886	ADAT1	23536	23536	ADAT1
2887	ADAT3	113179	113179	ADAT3
2888	ADAT2	134637	134637	ADAT2
2889	LGALS3BP	3959	3959	LGALS3BP
2890	SNORD113-4	767564	767564	SNORD113-4
2891	HYMAI	57061	57061	HYMAI
2892	ZNF117	51351	51351	ZNF117
2893	PLEKHO2	80301	80301	PLEKHO2
2894	PLEKHO1	51177	51177	PLEKHO1
2895	ZNF114	163071	163071	ZNF114
2896	E2F7	144455	144455	E2F7
2897	E2F6	1876	1876	E2F6
2898	E2F5	1875	1875	E2F5
2899	E2F4	1874	1874	E2F4
2900	E2F3	1871	1871	E2F3
2901	E2F2	1870	1870	E2F2
2902	E2F1	1869	1869	E2F1
2903	SPDYE2	441273	441273	SPDYE2
2904	SNORD116-26	100033438	100033438	SNORD116-26
2905	SCAF1	58506	58506	SCAF1
2906	C6orf89	221477	221477	C6orf89
2907	CFLP1	142913	142913	CFL1P1
2908	E2F8	79733	79733	E2F8
2909	ACBD3	64746	64746	ACBD3
2910	PPP4C	5531	5531	PPP4C
2911	ACBD7	414149	414149	ACBD7
2912	ACBD6	84320	84320	ACBD6
2913	ACBD5	91452	91452	ACBD5
2914	ACBD4	79777	79777	ACBD4
2915	MON2	23041	23041	MON2
2916	PPP1R13L	10848	10848	PPP1R13L
2917	EEF2	1938	1938	EEF2
2918	SNORA20	677806	677806	SNORA20
2919	SKA3	221150	221150	SKA3
2920	SNORA22	677807	677807	SNORA22
2921	SNORA23	677808	677808	SNORA23
2922	BRI3BP	140707	140707	BRI3BP
2923	SNORA25	684959	684959	SNORA25
2924	C2orf29	55571	55571	CNOT11
2925	C2orf28	51374	51374	ATRAID
2926	RLBP1	6017	6017	RLBP1
2927	RPGR	6103	6103	RPGR
2928	OLFM1	10439	10439	OLFM1
2929	C2orf24	27013	27013	CNPPD1
2930	ZNF334	55713	55713	ZNF334
2931	HYLS1	219844	219844	HYLS1
2932	TMEM31	203562	203562	TMEM31
2933	LOC100128239	100128239	100128239	LINC02731
2934	IZUMO1	284359	284359	IZUMO1
2935	TIGIT	201633	201633	TIGIT
2936	EPHX3	79852	79852	EPHX3
2937	OSTF1	26578	26578	OSTF1
2938	TYR	7299	7299	TYR
2939	FAM168B	130074	130074	FAM168B
2940	PYCR1	5831	5831	PYCR1
2941	SNHG11	128439	128439	SNHG11
2942	ST8SIA3	51046	51046	ST8SIA3
2943	OR5H15	403274	403274	OR5H15
2944	TMC2	117532	117532	TMC2
2945	OR5H14	403273	403273	OR5H14
2946	CTBS	1486	1486	CTBS
2947	GATA2	2624	2624	GATA2
2948	WNT10B	7480	7480	WNT10B
2949	ZNF331	55422	55422	ZNF331
2950	GNG10	2790	2790	GNG10
2951	GNG11	2791	2791	GNG11
2952	GNG12	55970	55970	GNG12
2953	GNG13	51764	51764	GNG13
2954	SYTL4	94121	94121	SYTL4
2955	LOC121952	121952	121952	METTL21EP
2956	TEX14	56155	56155	TEX14
2957	HSP90B3P	343477	343477	HSP90B3P
2958	URB1	9875	9875	URB1
2959	GATA1	2623	2623	GATA1
2960	RPLP1	6176	6176	RPLP1
2961	NT5C1B	93034	93034	NT5C1B
2962	IFITM3	10410	10410	IFITM3
2963	IFITM2	10581	10581	IFITM2
2964	IFITM1	8519	8519	IFITM1
2965	HPCAL1	3241	3241	HPCAL1
2966	LIPE	3991	3991	LIPE
2967	HPCAL4	51440	51440	HPCAL4
2968	LIPF	8513	8513	LIPF
2969	GAGE2D	729408	729408	GAGE2D
2970	GAGE2E	26749	26749	GAGE2E
2971	LIPK	643414	643414	LIPK
2972	LIPJ	142910	142910	LIPJ
2973	LIPM	340654	340654	LIPM
2974	DFFA	1676	1676	DFFA
2975	DFFB	1677	1677	DFFB
2976	GAGE2C	2574	2574	GAGE2C
2977	SEC24D	9871	9871	SEC24D
2978	RCN2	5955	5955	RCN2
2979	REV3L	5980	5980	REV3L
2980	SEC24A	10802	10802	SEC24A
2981	TMEM229A	730130	730130	TMEM229A
2982	SEC24C	9632	9632	SEC24C
2983	PPIA	5478	5478	PPIA
2984	TEX12	56158	56158	TEX12
2985	RNF19B	127544	127544	RNF19B
2986	LMTK2	22853	22853	LMTK2
2987	CSMD2	114784	114784	CSMD2
2988	ACCN2	41	41	ASIC1
2989	ACCN3	9311	9311	ASIC3
2990	ACCN4	55515	55515	ASIC4
2991	ACCN5	51802	51802	ASIC5
2992	CSMD3	114788	114788	CSMD3
2993	PI16	221476	221476	PI16
2994	POU2AF1	5450	5450	POU2AF1
2995	MRPL43	84545	84545	MRPL43
2996	KAL1	3730	3730	ANOS1
2997	IPP	3652	3652	IPP
2998	CSMD1	64478	64478	CSMD1
2999	C16orf92	146378	146378	C16orf92
3000	C16orf93	90835	90835	CCDC189
3001	C16orf90	646174	646174	C16orf90
3002	C16orf91	283951	283951	C16orf91
3003	TM4SF18	116441	116441	TM4SF18
3004	TM4SF19	116211	116211	TM4SF19
3005	MRPL49	740	740	MRPL49
3006	LOC100130581	100130581	100130581	LINC00910
3007	MAGT1	84061	84061	MAGT1
3008	ZNF699	374879	374879	ZNF699
3009	OTOP1	133060	133060	OTOP1
3010	NGF	4803	4803	NGF
3011	NGB	58157	58157	NGB
3012	NEUROG1	4762	4762	NEUROG1
3013	SMC5	23137	23137	SMC5
3014	SFRS2	6427	6427	SRSF2
3015	ZNF692	55657	55657	ZNF692
3016	ZNF695	57116	57116	ZNF695
3017	POU3F1	5453	5453	POU3F1
3018	ZNF697	90874	90874	ZNF697
3019	FHAD1	114827	114827	FHAD1
3020	C16orf5	29965	29965	CDIP1
3021	TGM2	7052	7052	TGM2
3022	C16orf7	9605	9605	VPS9D1
3023	ARFGAP2	84364	84364	ARFGAP2
3024	ARFGAP3	26286	26286	ARFGAP3
3025	C16orf3	750	750	GAS8-AS1
3026	LAMB1	3912	3912	LAMB1
3027	LAMB3	3914	3914	LAMB3
3028	LAMB2	3913	3913	LAMB2
3029	CYSLTR2	57105	57105	CYSLTR2
3030	LAMB4	22798	22798	LAMB4
3031	CYSLTR1	10800	10800	CYSLTR1
3032	COPZ1	22818	22818	COPZ1
3033	C21orf7	56911	56911	MAP3K7CL
3034	NEK4	6787	6787	NEK4
3035	COPZ2	51226	51226	COPZ2
3036	C21orf2	755	755	CFAP410
3037	NEK3	4752	4752	NEK3
3038	NEK1	4750	4750	NEK1
3039	U2AF1	7307	7307	U2AF1
3040	SNORD115-1	338433	338433	SNORD115-1
3041	SRXN1	140809	140809	SRXN1
3042	NEK8	284086	284086	NEK8
3043	MPHOSPH6	10200	10200	MPHOSPH6
3044	LOC389634	389634	389634	LINC00937
3045	TPPP2	122664	122664	TPPP2
3046	GPR162	27239	27239	GPR162
3047	BMX	660	660	BMX
3048	GPR161	23432	23432	GPR161
3049	SNORD58A	26791	26791	SNORD58A
3050	SNORD58C	100124516	100124516	SNORD58C
3051	TGFB1	7040	7040	TGFB1
3052	G0S2	50486	50486	G0S2
3053	DHPS	1725	1725	DHPS
3054	ZZZ3	26009	26009	ZZZ3
3055	OR5B17	219965	219965	OR5B17
3056	TMEM14E	645843	645843	TMEM14EP
3057	SGIP1	84251	84251	SGIP1
3058	CCDC3	83643	83643	CCDC3
3059	ASTN1	460	460	ASTN1
3060	RSPH9	221421	221421	RSPH9
3061	CCDC6	8030	8030	CCDC6
3062	CCDC7	221016	79741	CCDC7
3063	SHF	90525	90525	SHF
3064	SHH	6469	6469	SHH
3065	COX7A1	1346	1346	COX7A1
3066	COX7A2	1347	1347	COX7A2
3067	CCDC9	26093	26093	CCDC9
3068	DYNC2H1	79659	79659	DYNC2H1
3069	WNT1	7471	7471	WNT1
3070	TMEM14B	81853	81853	TMEM14B
3071	TMEM8A	58986	58986	PGAP6
3072	MGA	23269	23269	MGA
3073	MTHFD2	10797	10797	MTHFD2
3074	MTHFD1	4522	4522	MTHFD1
3075	LOC729156	729156	729156	GTF2IRD1P1
3076	RHOQ	23433	23433	RHOQ
3077	PRR20A	122183	122183	PRR20A
3078	GSS	2937	2937	GSS
3079	PRR20C	729240	729240	PRR20C
3080	PRR20D	729246	729246	PRR20D
3081	MGP	4256	4256	MGP
3082	RSPH3	83861	83861	RSPH3
3083	NSD1	64324	64324	NSD1
3084	TGFB3	7043	7043	TGFB3
3085	TMEM189	387521	387521	PEDS1
3086	RHD	6007	6007	RHD
3087	NUDCD2	134492	134492	NUDCD2
3088	NUDCD3	23386	23386	NUDCD3
3089	NUDCD1	84955	84955	NUDCD1
3090	ADSS	159	159	ADSS2
3091	R3HCC1	203069	203069	R3HCC1
3092	LOC168474	168474	168474	SEPHS1P1
3093	OR1D4	8385	653166	OR1D4
3094	IFI27L1	122509	122509	IFI27L1
3095	IFI27L2	83982	83982	IFI27L2
3096	EID2B	126272	126272	EID2B
3097	GMNN	51053	51053	GMNN
3098	ADSL	158	158	ADSL
3099	SAMD4B	55095	55095	SAMD4B
3100	PLA2G15	23659	23659	PLA2G15
3101	AS3MT	57412	57412	AS3MT
3102	PRSS12	8492	8492	PRSS12
3103	C7orf11	136647	136647	MPLKIP
3104	C7orf10	79783	79783	SUGCT
3105	C7orf13	129790	100506380	LINC01006
3106	OR7E24	26648	26648	OR7E24
3107	GAS2L1	10634	10634	GAS2L1
3108	RPS27L	51065	51065	RPS27L
3109	GAS2L3	283431	283431	GAS2L3
3110	C7orf16	10842	10842	PPP1R17
3111	TGM7	116179	116179	TGM7
3112	ZNF575	284346	284346	ZNF575
3113	TMEM63B	55362	55362	TMEM63B
3114	NDFIP1	80762	80762	NDFIP1
3115	HPGDS	27306	27306	HPGDS
3116	AZI2	64343	64343	AZI2
3117	SYTL5	94122	94122	SYTL5
3118	ZNF341	84905	84905	ZNF341
3119	AZI1	22994	22994	CEP131
3120	LOC646498	646498	646498	C3orf84
3121	TARS	6897	6897	TARS1
3122	ZNF345	25850	25850	ZNF345
3123	WNT6	7475	7475	WNT6
3124	TNFSF14	8740	8740	TNFSF14
3125	TMEM8B	51754	51754	TMEM8B
3126	WFDC8	90199	90199	WFDC8
3127	ZNF438	220929	220929	ZNF438
3128	UOX	391051	391051	UOX
3129	KCNC2	3747	3747	KCNC2
3130	POGK	57645	57645	POGK
3131	TRIML1	339976	339976	TRIML1
3132	EPYC	1833	1833	EPYC
3133	VIPR1	7433	7433	VIPR1
3134	NUDT12	83594	83594	NUDT12
3135	DLL1	28514	28514	DLL1
3136	NUDT10	170685	170685	NUDT10
3137	DLL3	10683	10683	DLL3
3138	DLL4	54567	54567	DLL4
3139	NUDT17	200035	200035	NUDT17
3140	NUDT14	256281	256281	NUDT14
3141	NUDT15	55270	55270	NUDT15
3142	NUDT18	79873	79873	NUDT18
3143	NUDT19	390916	390916	NUDT19
3144	TSPAN9	10867	10867	TSPAN9
3145	OR6X1	390260	390260	OR6X1
3146	STX8	9482	9482	STX8
3147	MXD1	4084	4084	MXD1
3148	KEL	3792	3792	KEL
3149	IFI6	2537	2537	IFI6
3150	PHKG1	5260	5260	PHKG1
3151	RSRC2	65117	65117	RSRC2
3152	ACTL9	284382	284382	ACTL9
3153	ACTL8	81569	81569	ACTL8
3154	STX7	8417	8417	STX7
3155	C9orf123	90871	90871	DMAC1
3156	LOC285627	285627	285627	LINC01845
3157	RC3H2	54542	54542	RC3H2
3158	NCRNA00164	554226	554226	ANKRD30BL
3159	UBE2Q2P1	388165	388165	UBE2Q2P1
3160	CPN2	1370	1370	CPN2
3161	CPN1	1369	1369	CPN1
3162	SOS2	6655	6655	SOS2
3163	LOC285629	285629	285629	LINC02159
3164	SLC4A11	83959	83959	SLC4A11
3165	CLIC6	54102	54102	CLIC6
3166	PCP4	5121	5121	PCP4
3167	STAB1	23166	23166	STAB1
3168	PHACTR4	65979	65979	PHACTR4
3169	RNF125	54941	54941	RNF125
3170	KIAA0232	9778	9778	KIAA0232
3171	MTMR15	22909	22909	FAN1
3172	RNFT2	84900	84900	RNFT2
3173	LGI4	163175	163175	LGI4
3174	CFHR1	3078	3078	CFHR1
3175	CDADC1	81602	81602	CDADC1
3176	ECE2	9718	9718	ECE2
3177	ECE1	1889	1889	ECE1
3178	LGI3	203190	203190	LGI3
3179	SOST	50964	50964	SOST
3180	L3MBTL	26013	26013	L3MBTL1
3181	HBP1	26959	26959	HBP1
3182	LOC388242	388242	388242	LOC388242
3183	LOC90246	90246	90246	LOC90246
3184	IMPACT	55364	55364	IMPACT
3185	DRG2	1819	1819	DRG2
3186	DRG1	4733	4733	DRG1
3187	CASQ1	844	844	CASQ1
3188	LRSAM1	90678	90678	LRSAM1
3189	ZNF205	7755	7755	ZNF205
3190	ARHGAP42	143872	143872	ARHGAP42
3191	TMPRSS11A	339967	339967	TMPRSS11A
3192	CLIC1	1192	1192	CLIC1
3193	NOP56	10528	10528	NOP56
3194	EVC2	132884	132884	EVC2
3195	IFIT2	3433	3433	IFIT2
3196	NCRNA00162	378825	378825	PICSAR
3197	?|645851	645851	124923	RSKR
3198	LOC348926	348926	348926	FAM86EP
3199	AURKA	6790	6790	AURKA
3200	AURKB	9212	9212	AURKB
3201	AURKC	6795	6795	AURKC
3202	AP1B1	162	162	AP1B1
3203	SERPINE3	647174	647174	SERPINE3
3204	SNAPC3	6619	6619	SNAPC3
3205	TNNT1	7138	7138	TNNT1
3206	OR5H6	79295	79295	OR5H6
3207	OR5H1	26341	26341	OR5H1
3208	RNF123	63891	63891	RNF123
3209	GNPTG	84572	84572	GNPTG
3210	CDC42EP3	10602	10602	CDC42EP3
3211	CDC42EP2	10435	10435	CDC42EP2
3212	CDC42EP1	11135	11135	CDC42EP1
3213	DRGX	644168	644168	DRGX
3214	TXLNB	167838	167838	TXLNB
3215	CDC42EP5	148170	148170	CDC42EP5
3216	CDC42EP4	23580	23580	CDC42EP4
3217	HRASLS5	117245	117245	PLAAT5
3218	BMF	90427	90427	BMF
3219	HRASLS2	54979	54979	PLAAT2
3220	TCP10	6953	6953	TCP10L3
3221	GPRC6A	222545	222545	GPRC6A
3222	ZNF354C	30832	30832	ZNF354C
3223	TBKBP1	9755	9755	TBKBP1
3224	RAB36	9609	9609	RAB36
3225	AHCY	191	191	AHCY
3226	FAM170B	170370	170370	FAM170B
3227	FAM170A	340069	340069	FAM170A
3228	TMEM146	257062	257062	CATSPERD
3229	ABI2	10152	10152	ABI2
3230	ABI3	51225	51225	ABI3
3231	ABI1	10006	10006	ABI1
3232	TRAP1	10131	10131	TRAP1
3233	SLC22A4	6583	6583	SLC22A4
3234	TESC	54997	54997	TESC
3235	MUC7	4589	4589	MUC7
3236	LOC284578	284578	284578	MFSD4A-AS1
3237	NKTR	4820	4820	NKTR
3238	RHOH	399	399	RHOH
3239	OTP	23440	23440	OTP
3240	PTCHD3	374308	374308	PTCHD3
3241	NTF3	4908	4908	NTF3
3242	SP100	6672	6672	SP100
3243	ELP2P	100131454	100131454	DBIL5P
3244	KRT39	390792	390792	KRT39
3245	KRT38	8687	8687	KRT38
3246	ACADVL	37	37	ACADVL
3247	RAB4B	53916	53916	RAB4B
3248	OR6C70	390327	390327	OR6C70
3249	ZBED5	58486	58486	ZBED5
3250	RAB4A	5867	5867	RAB4A
3251	KRT31	3881	3881	KRT31
3252	SOX14	8403	8403	SOX14
3253	KRT32	3882	3882	KRT32
3254	KRT35	3886	3886	KRT35
3255	DHDDS	79947	79947	DHDDS
3256	KRT37	8688	8688	KRT37
3257	KRT36	8689	8689	KRT36
3258	IL21	59067	59067	IL21
3259	CHN2	1124	1124	CHN2
3260	CHN1	1123	1123	CHN1
3261	IL22	50616	50616	IL22
3262	IL25	64806	64806	IL25
3263	IL24	11009	11009	IL24
3264	IL27	246778	246778	IL27
3265	IL26	55801	55801	IL26
3266	IL29	282618	282618	IFNL1
3267	RAP2A	5911	5911	RAP2A
3268	PPP4R1L	55370	55370	PPP4R1L
3269	CAV2	858	858	CAV2
3270	CAV3	859	859	CAV3
3271	AXL	558	558	AXL
3272	CAV1	857	857	CAV1
3273	ZNF548	147694	147694	ZNF548
3274	SNORD96B	692226	692226	SNORD96B
3275	TIMP1	7076	7076	TIMP1
3276	IL12RB1	3594	3594	IL12RB1
3277	LDHA	3939	3939	LDHA
3278	IL12RB2	3595	3595	IL12RB2
3279	ATP6AP1	537	537	ATP6AP1
3280	ATP6AP2	10159	10159	ATP6AP2
3281	ELOF1	84337	84337	ELOF1
3282	ENSA	2029	2029	ENSA
3283	CLINT1	9685	9685	CLINT1
3284	PDCL	5082	5082	PDCL
3285	SNORD63	26785	26785	SNORD63
3286	FLJ35390	255031	255031	LINC00957
3287	WLS	79971	79971	WLS
3288	BRCA1	672	672	BRCA1
3289	SNORD116-22	100033433	100033433	SNORD116-22
3290	BRCA2	675	675	BRCA2
3291	LRRC39	127495	127495	LRRC39
3292	OR4N2	390429	390429	OR4N2
3293	ZNF439	90594	90594	ZNF439
3294	PRY2	442862	442862	PRY2
3295	OR4N4	283694	283694	OR4N4
3296	AHRR	57491	57491	AHRR
3297	CYP24A1	1591	1591	CYP24A1
3298	ACOT8	10005	10005	ACOT8
3299	ACOT9	23597	23597	ACOT9
3300	ACOT6	641372	641372	ACOT6
3301	ACOT7	11332	11332	ACOT7
3302	ACOT4	122970	122970	ACOT4
3303	ACOT2	10965	10965	ACOT2
3304	H2BFM	286436	286436	H2BW2
3305	ACOT1	641371	641371	ACOT1
3306	ADCY4	196883	196883	ADCY4
3307	ADCY5	111	111	ADCY5
3308	ADCY6	112	112	ADCY6
3309	ADCY7	113	113	ADCY7
3310	ADCY1	107	107	ADCY1
3311	ADCY2	108	108	ADCY2
3312	ADCY3	109	109	ADCY3
3313	KIF25	3834	3834	KIF25
3314	KIF24	347240	347240	KIF24
3315	KIF27	55582	55582	KIF27
3316	ADCY8	114	114	ADCY8
3317	ADCY9	115	115	ADCY9
3318	KIF23	9493	9493	KIF23
3319	KIF22	3835	3835	KIF22
3320	JKAMP	51528	51528	JKAMP
3321	RAB42	115273	115273	RAB42
3322	RAB43	339122	339122	RAB43
3323	NUCKS1	64710	64710	NUCKS1
3324	INTS4L2	644619	644619	INTS4P2
3325	NR3C1	2908	2908	NR3C1
3326	PDLIM4	8572	8572	PDLIM4
3327	SLC22A1	6580	6580	SLC22A1
3328	DDI2	84301	84301	DDI2
3329	DDI1	414301	414301	DDI1
3330	PDLIM5	10611	10611	PDLIM5
3331	PTPLAD2	401494	401494	HACD4
3332	RNASEH2C	84153	84153	RNASEH2C
3333	COL4A6	1288	1288	COL4A6
3334	PTPLAD1	51495	51495	HACD3
3335	C12orf4	57102	57102	C12orf4
3336	C12orf5	57103	57103	TIGAR
3337	PROL1	58503	58503	OPRPN
3338	ZFP28	140612	140612	ZFP28
3339	LY6G5C	80741	80741	LY6G5C
3340	XRCC1	7515	7515	XRCC1
3341	XRCC3	7517	7517	XRCC3
3342	XRCC2	7516	7516	XRCC2
3343	PITPNA	5306	5306	PITPNA
3344	XRCC4	7518	7518	XRCC4
3345	PDLIM1	9124	9124	PDLIM1
3346	SMURF1	57154	57154	SMURF1
3347	DCAF12L2	340578	340578	DCAF12L2
3348	DCAF12L1	139170	139170	DCAF12L1
3349	SMURF2	64750	64750	SMURF2
3350	CLEC7A	64581	64581	CLEC7A
3351	GGT3P	2679	2679	GGT3P
3352	MEIS3	56917	56917	MEIS3
3353	MEIS2	4212	4212	MEIS2
3354	MEIS1	4211	4211	MEIS1
3355	PCDHAC2	56134	56134	PCDHAC2
3356	HNRNPCL1	343069	343069	HNRNPCL1
3357	PCDHAC1	56135	56135	PCDHAC1
3358	ZNF669	79862	79862	ZNF669
3359	NARF	26502	26502	NARF
3360	PRB3	5544	5544	PRB3
3361	CTLA4	1493	1493	CTLA4
3362	GSPT1	2935	2935	GSPT1
3363	DNAJC25-GNG10	552891	552891	DNAJC25-GNG10
3364	LOC389493	389493	389493	NUPR2
3365	RALGPS2	55103	55103	RALGPS2
3366	MIER1	57708	57708	MIER1
3367	MIER2	54531	54531	MIER2
3368	MIER3	166968	166968	MIER3
3369	ESPNL	339768	339768	ESPNL
3370	LOC100287718	100287718	100287718	ANKRD66
3371	OR5AN1	390195	390195	OR5AN1
3372	ESPNP	284729	284729	ESPNP
3373	RBP2	5948	5948	RBP2
3374	PAPD7	11044	11044	TENT4A
3375	PAPD4	167153	167153	TENT2
3376	DDX60	55601	55601	DDX60
3377	NCRNA00112	54089	54089	LINC00112
3378	AMN1	196394	196394	AMN1
3379	KIR3DL2	3812	3812	KIR3DL2
3380	KIR3DL3	115653	115653	KIR3DL3
3381	NCRNA00116	205251	205251	MTLN
3382	NCRNA00114	400866	400866	LINC00114
3383	NCRNA00115	79854	79854	LINC00115
3384	LMNB2	84823	84823	LMNB2
3385	IL13RA2	3598	3598	IL13RA2
3386	IL13RA1	3597	3597	IL13RA1
3387	LMNB1	4001	4001	LMNB1
3388	LRBA	987	987	LRBA
3389	MRPS28	28957	28957	MRPS28
3390	MRPS26	64949	64949	MRPS26
3391	CD274	29126	29126	CD274
3392	MRPS24	64951	64951	MRPS24
3393	CD276	80381	80381	CD276
3394	MRPS22	56945	56945	MRPS22
3395	MRPS23	51649	51649	MRPS23
3396	MRPS21	54460	54460	MRPS21
3397	LOC100144604	100144604	100144604	LINC00930
3398	CTSL1	1514	1514	CTSL
3399	LOC100144603	100144603	100144603	CHKB-DT
3400	CTSL3	392360	392360	CTSL3P
3401	CTSL2	1515	1515	CTSV
3402	NHEDC2	133308	133308	SLC9B2
3403	INSIG2	51141	51141	INSIG2
3404	IL13	3596	3596	IL13
3405	SMN1	6606	6606	SMN1
3406	PPP2R5A	5525	5525	PPP2R5A
3407	PPP2R5B	5526	5526	PPP2R5B
3408	NXPH4	11247	11247	NXPH4
3409	LCMT1	51451	51451	LCMT1
3410	DGCR2	9993	9993	DGCR2
3411	FRMPD2L1	728798	728798	FRMPD2B
3412	YY2	404281	404281	YY2
3413	PPCS	79717	79717	PPCS
3414	H2AFY2	55506	55506	MACROH2A2
3415	NAMPT	10135	10135	NAMPT
3416	RXFP4	339403	339403	RXFP4
3417	MAD2L1	4085	4085	MAD2L1
3418	NDUFB11	54539	54539	NDUFB11
3419	ADCY10	55811	55811	ADCY10
3420	KCNA6	3742	3742	KCNA6
3421	KCNA7	3743	3743	KCNA7
3422	KCNA4	3739	3739	KCNA4
3423	KCNA5	3741	3741	KCNA5
3424	KCNA2	3737	3737	KCNA2
3425	KCNA3	3738	3738	KCNA3
3426	SNORD81	26769	26769	SNORD81
3427	KCNA1	3736	3736	KCNA1
3428	UTP6	55813	55813	UTP6
3429	RHOF	54509	54509	RHOF
3430	OPTN	10133	10133	OPTN
3431	JMJD6	23210	23210	JMJD6
3432	BHMT	635	635	BHMT
3433	C10orf95	79946	79946	C10orf95
3434	JMJD5	79831	79831	KDM8
3435	ZHX2	22882	22882	ZHX2
3436	ZHX3	23051	23051	ZHX3
3437	JMJD8	339123	339123	JMJD8
3438	ZHX1	11244	11244	ZHX1
3439	LOC26102	26102	26102	DKFZP434A062
3440	OPTC	26254	26254	OPTC
3441	IRGM	345611	345611	IRGM
3442	SYCE2	256126	256126	SYCE2
3443	LOC348840	348840	348840	ANKRD18DP
3444	IL15	3600	3600	IL15
3445	OTOR	56914	56914	OTOR
3446	FAM106C	100129396	100129396	FAM106C
3447	FAM106A	80039	80039	FAM106A
3448	CCDC38	120935	120935	CCDC38
3449	CCDC39	339829	339829	CCDC39
3450	ACACA	31	31	ACACA
3451	ACACB	32	32	ACACB
3452	SLFN14	342618	342618	SLFN14
